updated,headline,location,news_class,company_name,company_symbol,date_modified,date_created
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-PURCHASE-_FLORENCE_IHUOMA_NNOROM_02_09_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-09-03T13:42:04Z,2021-09-03T13:42:04Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-PURCHASE-MIRACLE_CHUKWUEMEKA_NNOROM_02_09_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-09-03T13:38:08Z,2021-09-03T13:38:08Z
2022-01-05T12:13:45Z,CUTIX PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/48_Cutix_Plc_-_Notice_of_Share_Dealing_By_an_Insider.pdf,Directors Dealings,CUTIX PLC.,CUTIX,2021-09-03T13:38:04Z,2021-09-03T13:38:04Z
2022-01-05T12:13:45Z,CUTIX PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/48_Cutix_Plc_-_Notice_of_Share_Dealing_By_an_Insider.pdf,Directors Dealings,CUTIX PLC.,CUTIX,2021-09-03T13:34:04Z,2021-09-03T13:34:04Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-PURCHASE-MR_EMMANUEL_NNOROM(VINE_FOODS_LIMITED_2)_02_09_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-09-03T13:30:04Z,2021-09-03T13:30:04Z
2022-01-05T12:13:45Z,CUTIX PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/48_Cutix_Plc_-_Notice_of_Share_Dealing_By_an_Insider.pdf,Directors Dealings,CUTIX PLC.,CUTIX,2021-09-02T16:04:05Z,2021-09-02T16:04:05Z
2022-01-05T12:13:45Z,NEIMETH INTERNATIONAL PHARMACEUTICALS PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/118_NEIMETH_-NOTIFICATION_OF_SHAREDEALING.pdf,Directors Dealings,NEIMETH INTERNATIONAL PHARMACEUTICALS PLC,NEIMETH,2021-09-01T16:37:06Z,2021-09-01T16:37:06Z
2022-01-05T12:13:45Z,VITAFOAM NIG PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/191_VITAFOAM_NIGERIA_PLC_DIRECTORS_DEALING.pdf,Directors Dealings,VITAFOAM NIG PLC.,VITAFOAM,2021-09-01T14:42:04Z,2021-09-01T14:42:04Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-_PURCHASE-_OPEYEMI_AGUNBIADE_-31_08_2021_.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-09-01T11:09:04Z,2021-09-01T11:09:04Z
2022-01-05T12:13:45Z,ELLAH LAKES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/58_Notification_of_Sale_of_Shares-CBO_Capital_(31_August).pdf,Directors Dealings,ELLAH LAKES PLC.,ELLAHLAKES,2021-09-01T10:28:03Z,2021-09-01T10:28:03Z
2022-01-05T12:13:45Z,ELLAH LAKES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/58_Notification_of_Sale_of_Shares-CBO_Capital_(31_August).pdf,Directors Dealings,ELLAH LAKES PLC.,ELLAHLAKES,2021-08-31T16:17:04Z,2021-08-31T16:17:04Z
2022-01-05T12:13:45Z,FCMB GROUP PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/66_FCMB_Notification_to_NSE_of_Insider-Dealing-_Primrose_Investments_Limited.pdf,Directors Dealings,FCMB GROUP PLC,FCMB,2021-08-30T18:39:06Z,2021-08-30T18:39:06Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-_SALE-ADEYEMI_OKUNUBI_30_08_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-30T16:08:03Z,2021-08-30T16:08:03Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-_PURCHASE-_AYORINDE_AKINLOYE_26_08_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-30T15:53:03Z,2021-08-30T15:53:03Z
2022-01-05T12:13:45Z,NESTLE NIGERIA PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/121_-NOTIFICATION_OF_PURCHASE_OF_SHARES_BY_NSA.pdf,Directors Dealings,NESTLE NIGERIA PLC.,NESTLE,2021-08-26T19:25:05Z,2021-08-26T19:25:05Z
2022-01-05T12:13:45Z,MUTUAL BENEFITS ASSURANCE PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/105_INSIDER_DEALING.pdf,Directors Dealings,MUTUAL BENEFITS ASSURANCE PLC.,MBENEFIT,2021-08-24T15:23:04Z,2021-08-24T15:23:04Z
2022-01-05T12:13:45Z,NESTLE NIGERIA PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/121_NSA_NOTIFICATION_OF_PURCHASE_OF_SHARES.pdf,Directors Dealings,NESTLE NIGERIA PLC.,NESTLE,2021-08-23T17:41:06Z,2021-08-23T17:41:06Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-_PURCHASE-_ADEYEMI_OKUNUBI-19_08_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-21T21:55:06Z,2021-08-21T21:55:06Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-_PURCHASE-_OPEYEMI_AGUNBIADE_-20_08_2021_.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-20T15:45:03Z,2021-08-20T15:45:03Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-_PURCHASE-_OPEYEMI_AGUNBIADE_-19_08_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-20T15:41:04Z,2021-08-20T15:41:04Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-_PURCHASE-_STEPHEN_ALABI_-18_08_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-20T12:35:12Z,2021-08-20T12:35:12Z
2022-01-05T12:13:45Z,NESTLE NIGERIA PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/121_NOTIFICATION_BY_MAJORITY_SHAREHOLDER.pdf,Directors Dealings,NESTLE NIGERIA PLC.,NESTLE,2021-08-19T17:52:04Z,2021-08-19T17:52:04Z
2022-01-05T12:13:45Z,ELLAH LAKES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/58_Share_Dealing_Notification_CBO_Capital_18082021.pdf,Directors Dealings,ELLAH LAKES PLC.,ELLAHLAKES,2021-08-19T14:45:04Z,2021-08-19T14:45:04Z
2022-01-05T12:13:45Z,JAIZ BANK PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/209_Insider_Dealing_Notification_0001.pdf,Directors Dealings,JAIZ BANK PLC,JAIZBANK,2021-08-18T14:26:04Z,2021-08-18T14:26:04Z
2022-01-05T12:13:45Z,NESTLE NIGERIA PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/121_PURCHASE_OF_SHARES_BY_NSA.pdf,Directors Dealings,NESTLE NIGERIA PLC.,NESTLE,2021-08-17T18:39:03Z,2021-08-17T18:39:03Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,"https://doclib.ngxgroup.com/Financial_NewsDocs/204_Notification_of_Shares_dealing_-__Molar_Vessels_Supplies_Limited__-_13_August,_2021.pdf",Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-16T09:59:04Z,2021-08-16T09:59:04Z
2022-01-05T12:13:45Z,NESTLE NIGERIA PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/121_NSA_SHARE_PURCHASE_-.pdf,Directors Dealings,NESTLE NIGERIA PLC.,NESTLE,2021-08-13T17:19:05Z,2021-08-13T17:19:05Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,"https://doclib.ngxgroup.com/Financial_NewsDocs/204_Microsoft_Word_-_Notification_of_Shares_dealing_-__Molar_Vessels_Supplies_Limited__-_12_August,_2021.pdf",Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-13T13:28:04Z,2021-08-13T13:28:04Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,"https://doclib.ngxgroup.com/Financial_NewsDocs/204_Microsoft_Word_-_Notification_of_Shares_dealing_-__Molar_Vessels_Supplies_Limited__-_11_August,_2021_-2__2_.pdf",Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-13T13:24:04Z,2021-08-13T13:24:04Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-PURCHASE-_STEPHEN_ABAYOMI_ALABI_12_08_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-12T16:04:04Z,2021-08-12T16:04:04Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/204_Microsoft_Word_-_Notification_of_Shares_Dealing_-__Molar_Vessels_Supplies_Limited__-_11_August_2021.pdf,Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-12T12:00:03Z,2021-08-12T12:00:03Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/204_Microsoft_Word_-_Notification_of_Shares_Dealing_-__Molar_Vessels_Supplies_Limited__-_10_August_2021.pdf,Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-11T13:47:04Z,2021-08-11T13:47:04Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/204_Notification_of_Shares_Dealing_-__Molar_Vessels_Supplies_Limited__-_9_August_2021.pdf,Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-11T13:42:04Z,2021-08-11T13:42:04Z
2022-01-05T12:13:45Z,INTERNATIONAL BREWERIES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/87_Disclousre_-_CS.pdf,Directors Dealings,INTERNATIONAL BREWERIES PLC.,INTBREW,2021-08-11T10:28:03Z,2021-08-11T10:28:03Z
2022-01-05T12:13:45Z,VITAFOAM NIG PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/191_VITAFOAM_NIGERIA_PLC_DIRECTORS_DEALING.pdf,Directors Dealings,VITAFOAM NIG PLC.,VITAFOAM,2021-08-10T15:31:04Z,2021-08-10T15:31:04Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/204_NOTIFICATION_OF_SHARE_DEALING_BY_INSIDERS-_6TH_AUGUST_2021.pdf,Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-10T14:55:04Z,2021-08-10T14:55:04Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/204_NOTIFICATION_OF_SHARE_DEALING_BY_INSIDERS-_5TH_AUGUST_2021_(1).pdf,Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-10T14:41:03Z,2021-08-10T14:41:03Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/204_NOTIFICATION_OF_SHARE_DEALING_BY_INSIDERS-_4TH_AUGUST_2021_(1).pdf,Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-10T14:35:05Z,2021-08-10T14:35:05Z
2022-01-05T12:13:45Z,NESTLE NIGERIA PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/121_PURCHASE_OF_SHARES_NOTIFICATION_-_-.pdf,Directors Dealings,NESTLE NIGERIA PLC.,NESTLE,2021-08-06T20:50:03Z,2021-08-06T20:50:03Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-PURCHASE-OLAWALE_ISAAC_OLUSI-09_03_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-06T12:24:04Z,2021-08-06T12:24:04Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-PURCHASE-EMEKA_INNOCENT_ATUMA-_05_01_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-06T12:17:04Z,2021-08-06T12:17:04Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-SALE-SHEDRACK_ANDREW_ONAKPOMA-_06_01_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-06T12:14:04Z,2021-08-06T12:14:04Z
2022-01-05T12:13:45Z,C AND I LEASING PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/40_InsidersDealing;Mr_Ndu.pdf,Directors Dealings,C AND I LEASING PLC.,CILEASING,2021-08-06T12:04:03Z,2021-08-06T12:04:03Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-SALE-ADEYEMI_DAMILARE_OKUNUBI_04_08_2021_.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-08-05T15:10:03Z,2021-08-05T15:10:03Z
2022-01-05T12:13:45Z,CAVERTON OFFSHORE SUPPORT GROUP PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/204_CAVERTON_notification_of_share_dealing_by_insiders_August_4_2021.pdf,Directors Dealings,Caverton Offshore Support Group Plc,Caverton,2021-08-04T15:21:04Z,2021-08-04T15:21:04Z
2022-01-05T12:13:45Z,NESTLE NIGERIA PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/121_NOTIFICATION_OF_PURCHASE_OF_SHARES_=.pdf,Directors Dealings,NESTLE NIGERIA PLC.,NESTLE,2021-08-03T19:26:03Z,2021-08-03T19:26:03Z
2022-01-05T12:13:45Z,VITAFOAM NIG PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/191_VITAFOAM_NIGERIA_PLC_INSIDER_DEALING.pdf,Directors Dealings,VITAFOAM NIG PLC.,VITAFOAM,2021-08-03T15:49:24Z,2021-08-03T15:49:24Z
2022-01-05T12:13:45Z,CUTIX PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/48_Cutix_Plc_-_Notice_of_Share_Dealing_By_an_Insider.pdf,Directors Dealings,CUTIX PLC.,CUTIX,2021-07-29T12:41:04Z,2021-07-29T12:41:04Z
2022-01-05T12:13:45Z,VITAFOAM NIG PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/191_VITAFOAM_NIGERIA_PLC_DIRECTORS_DEALING.pdf,Directors Dealings,VITAFOAM NIG PLC.,VITAFOAM,2021-07-19T15:12:04Z,2021-07-19T15:12:04Z
2022-01-05T12:13:45Z,MTN NIGERIA COMMUNICATIONS PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/215_Notification_of_Share_Dealing_-_Ishmael_Nwokocha_16072021.pdf,Directors Dealings,MTN Nigeria Communications Plc,MTNN,2021-07-16T22:16:05Z,2021-07-16T22:16:05Z
2022-01-05T12:13:45Z,MTN NIGERIA COMMUNICATIONS PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/215_Notification_of_Share_Dealing_-_Chioma_Okigbo.pdf,Directors Dealings,MTN Nigeria Communications Plc,MTNN,2021-07-16T21:00:05Z,2021-07-16T21:00:05Z
2022-01-05T12:13:45Z,UNITED BANK FOR AFRICA PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/175_Notification_of_Insider_Dealing_-_Oliver_Alawuba.pdf,Directors Dealings,UNITED BANK FOR AFRICA PLC,UBA,2021-07-16T15:54:05Z,2021-07-16T15:54:05Z
2022-01-05T12:13:45Z,BUA CEMENT PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/217_NOTICE_OF_INSIDER_DEALINGS_-_BUA_INTERNATIONAL_LIMITED.pdf,Directors Dealings,BUA Cement Plc,BUACEMENT,2021-07-16T15:20:04Z,2021-07-16T15:20:04Z
2022-01-05T12:13:45Z,BUA CEMENT PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/217_NOTICE_OF_INSIDER_DEALINGS_-_GODSWILL_EGBE.pdf,Directors Dealings,BUA Cement Plc,BUACEMENT,2021-07-16T15:07:04Z,2021-07-16T15:07:04Z
2022-01-05T12:13:45Z,NIGERIAN BREWERIES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/116_Notification_of_Share_Dealing_-_Ugo_Ahukannah.pdf,Directors Dealings,NIGERIAN BREWERIES PLC.,NB Plc,2021-07-16T14:24:06Z,2021-07-16T14:24:06Z
2022-01-05T12:13:45Z,BUA CEMENT PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/217_NOTICE_OF_INSIDER_DEALINGS_-_SHEHU_ABUBAKAR.pdf,Directors Dealings,BUA Cement Plc,BUACEMENT,2021-07-12T17:19:05Z,2021-07-12T17:19:05Z
2022-01-05T12:13:45Z,BUA CEMENT PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/217_NOTICE_OF_INSIDER_DEALINGS_-_BUA_INTERNATIONAL_LIMITED.pdf,Directors Dealings,BUA Cement Plc,BUACEMENT,2021-07-12T17:13:06Z,2021-07-12T17:13:06Z
2022-01-05T12:13:45Z,NIGERIAN BREWERIES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/116_Notification_of_Share_Dealing_-_Distilled_June_2021_(003).pdf,Directors Dealings,NIGERIAN BREWERIES PLC.,NB Plc,2021-07-12T14:37:04Z,2021-07-12T14:37:04Z
2022-01-05T12:13:45Z,NIGERIAN BREWERIES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/116_Notification_of_Share_Dealing_-_Heineken_International_June_2021_(004).pdf,Directors Dealings,NIGERIAN BREWERIES PLC.,NB Plc,2021-07-12T14:34:05Z,2021-07-12T14:34:05Z
2022-01-05T12:13:45Z,UNITED BANK FOR AFRICA PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/175_Notification_of_Insider_Dealing_-_Caroline_Anyanwu.pdf,Directors Dealings,UNITED BANK FOR AFRICA PLC,UBA,2021-07-09T16:11:04Z,2021-07-09T16:11:04Z
2022-01-05T12:13:45Z,ABC TRANSPORT PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/4_NOTIFICATION_OF_INSIDER_SHARE_DEALING.pdf,Directors Dealings,ABC TRANSPORT PLC,ABCTRANS,2021-07-07T14:38:05Z,2021-07-07T14:38:05Z
2022-01-05T12:13:45Z,NIGERIAN BREWERIES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/116_Notification_of_Share_Dealing_-_Aroyewun_Adeyinka_(June_2021)_.pdf,Directors Dealings,NIGERIAN BREWERIES PLC.,NB Plc,2021-07-05T18:03:06Z,2021-07-05T18:03:06Z
2022-01-05T12:13:45Z,NIGERIAN BREWERIES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/116_Notification_of_Share_Dealing_-_Uaboi_Agbebaku_(June_2021)_.pdf,Directors Dealings,NIGERIAN BREWERIES PLC.,NB Plc,2021-07-05T17:59:05Z,2021-07-05T17:59:05Z
2022-01-05T12:13:45Z,NIGERIAN BREWERIES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/116_Notification_of_Share_Dealing_-_Heineken_June_2021.pdf,Directors Dealings,NIGERIAN BREWERIES PLC.,NB Plc,2021-07-05T17:55:05Z,2021-07-05T17:55:05Z
2022-01-05T12:13:45Z,NIGERIAN BREWERIES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/116_Notification_of_Share_Dealing_-_Chief_Kolawole_Jamodu_(Scrip)_.pdf,Directors Dealings,NIGERIAN BREWERIES PLC.,NB Plc,2021-07-05T17:44:04Z,2021-07-05T17:44:04Z
2022-01-05T12:13:45Z,NIGERIAN BREWERIES PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/116_Notification_of_Share_Dealing_-_Chief_Kolawole_Jamodu_(June_2021)_.pdf,Directors Dealings,NIGERIAN BREWERIES PLC.,NB Plc,2021-07-05T17:40:07Z,2021-07-05T17:40:07Z
2022-01-05T12:13:45Z,UAC  OF NIGERIA PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/173_Notification_of_Insider_Dealing_Dr._Vitus_Ezinwa_July_2021.pdf,Directors Dealings,UAC  OF NIGERIA PLC.,UACN,2021-07-05T16:35:04Z,2021-07-05T16:35:04Z
2022-01-05T12:13:45Z,MCNICHOLS CONSOLIDATED PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/106_MCPLC_PURCHASE_CHIMA_01072021.pdf,Directors Dealings,MCNICHOLS CONSOLIDATED PLC,MCNICHOLS,2021-07-05T13:42:04Z,2021-07-05T13:42:04Z
2022-01-05T12:13:45Z,ACCESS BANK PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/6_NSE_NOTIFICATION-_CHIZOBA_UFOEZE.pdf,Directors Dealings,ACCESS BANK PLC.,ACCESS,2021-07-02T18:15:04Z,2021-07-02T18:15:04Z
2022-01-05T12:13:45Z,CUTIX PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/48_Cutix_Plc_-_Notice_of_Share_Dealing_By_an_Insider.pdf,Directors Dealings,CUTIX PLC.,CUTIX,2021-07-02T16:46:04Z,2021-07-02T16:46:04Z
2022-01-05T12:13:45Z,CUTIX PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/48_Cutix_Plc_-_Notice_of_Share_Dealing_By_an_Insider.pdf,Directors Dealings,CUTIX PLC.,CUTIX,2021-07-02T16:32:03Z,2021-07-02T16:32:03Z
2022-01-05T12:13:45Z,CUTIX PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/48_Cutix_Plc_-_Notice_of_Share_Dealing_By_an_Insider.pdf,Directors Dealings,CUTIX PLC.,CUTIX,2021-07-02T16:26:04Z,2021-07-02T16:26:04Z
2022-01-05T12:13:45Z,NESTLE NIGERIA PLC. DIRECTORS DEALINGS,"https://doclib.ngxgroup.com/Financial_NewsDocs/121_NSA_SHARE_PURCHASE_30_JUNE,_2021.pdf",Directors Dealings,NESTLE NIGERIA PLC.,NESTLE,2021-07-01T15:36:04Z,2021-07-01T15:36:04Z
2022-01-05T12:13:45Z,CUSTODIAN INVESTMENT PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/47_NOTIFICATION_OF_SHARE_DEALINGS_MRS_OSHIN__JUNE_2021.pdf,Directors Dealings,CUSTODIAN INVESTMENT PLC,CUSTODIAN,2021-07-01T13:02:04Z,2021-07-01T13:02:04Z
2022-01-05T12:13:45Z,UNITED CAPITAL PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/176_NOTICE_OF_INSIDER_DEALING-PURCHASE-_CHIDINMA_UKAHA_28_06_2021.pdf,Directors Dealings,UNITED CAPITAL PLC,UCAP,2021-06-29T21:30:05Z,2021-06-29T21:30:05Z
2022-01-05T12:13:45Z,FIDELITY BANK PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/67_SHARE_DEALING_NOTIFICATION-NELSON_NWEKE.pdf,Directors Dealings,FIDELITY BANK PLC,FIDELITYBK,2021-06-29T17:18:05Z,2021-06-29T17:18:05Z
2022-01-05T12:13:45Z,FIDELITY BANK PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/67_SHARE_DEALING_NOTIFICATION-NNEKA_ONYEALI-IKPE.pdf,Directors Dealings,FIDELITY BANK PLC,FIDELITYBK,2021-06-29T17:12:06Z,2021-06-29T17:12:06Z
2022-01-05T12:13:45Z,NESTLE NIGERIA PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/121_NSA_SHARE_PURCHASE_29_JUNE.pdf,Directors Dealings,NESTLE NIGERIA PLC.,NESTLE,2021-06-29T17:07:06Z,2021-06-29T17:07:06Z
2022-01-05T12:13:45Z,CUTIX PLC. DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/48_Cutix_Plc_-_Notice_of_Share_Dealing_By_an_Insider.pdf,Directors Dealings,CUTIX PLC.,CUTIX,2021-06-29T12:23:03Z,2021-06-29T12:23:03Z
2022-01-05T12:13:45Z,JULIUS BERGER NIGERIA PLC DIRECTORS DEALINGS,https://doclib.ngxgroup.com/Financial_NewsDocs/92_ANNOUNCEMENT_NEPTUNEHILL.pdf,Directors Dealings,JULIUS BERGER NIGERIA PLC,JBERGER,2021-06-28T17:58:04Z,2021-06-28T17:58:04Z
